,CustomerID,genero,esEstudiante,casado,tieneHijos,numeroCursosInscritos,antiguidad,haUsadoElServicioBasico,usaServicioBasicoRegularmente,tipoDeUsuario,usaServicioPlataRegularmente,usaServicioOroRegularmente,haPagadoContenidoIndividual,haContactoASoporte,usaTabletParaAcceder,usaMovilParaAcceder,tipoDeContrato,pagoDigital,metodoDePago,cargosMensuales,cargosAccumulados,usuarioPerdido
5447,8660-BUETV,Feminino,0,No,No,1,3,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Pago en tienda,44.75,148.05,0
5448,0580-PIQHM,Feminino,0,Sí,Sí,5,41,Sí,Sí,Oro,Sí,Sí,Sí,No,No,Sí,Trimestral,Sí,Transferencia Bancaria (Domiciliado),101.6,3930.55,0
5449,5696-CEIQJ,Masculino,0,Sí,Sí,7,67,Sí,No,Oro,No,Sí,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),103.15,6895.5,0
5450,7503-ZGUZJ,Masculino,0,No,No,1,1,Sí,Sí,Oro,No,No,No,No,Sí,No,Mensual,Sí,Pago en tienda,84.65,84.65,1
5451,1696-HXOWK,Feminino,0,Sí,No,8,71,Sí,Sí,Oro,Sí,Sí,No,No,Sí,No,Trimestral,No,Pago en tienda,95.65,6856.95,0
5452,3026-ATZYV,Feminino,0,Sí,Sí,4,37,Sí,No,Plata,Sí,No tiene acceso,No,No,Sí,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),75.1,2658.8,0
5453,4012-YCFAI,Masculino,0,Sí,No,10,60,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Anual,Sí,Pago en tienda,61.35,3766.2,0
5454,2506-TNFCO,Feminino,1,Sí,No,1,1,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,69.55,69.55,1
5455,9970-QBCDA,Feminino,0,No,No,2,6,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,19.7,129.55,0
5456,8718-PTMEZ,Feminino,0,No,No,4,13,No,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria,31.05,347.25,1
5457,9496-IVVRP,Feminino,0,Sí,Sí,3,11,Sí,No,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,No,Transferencia Bancaria (Domiciliado),51.0,581.7,0
5458,2207-OBZNX,Masculino,0,No,No,2,7,Sí,No,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,Sí,Pago en tienda,51.0,354.05,1
5459,2657-VPXTA,Feminino,0,Sí,Sí,3,10,Sí,No,Oro,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,88.85,929.45,0
5460,6551-VLJMV,Masculino,0,Sí,No,4,34,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,20.05,679.0,0
5461,1221-GHZEP,Feminino,0,No,No,10,62,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,Sí,Anual,Sí,Pago en tienda,65.1,3846.75,0
5462,9289-LBQVU,Masculino,0,Sí,No,7,64,Sí,Sí,Plata,No,No tiene acceso,No,Sí,No,Sí,Trimestral,Sí,Pago en tienda,70.15,4480.7,0
5463,6142-VSJQO,Feminino,0,Sí,Sí,1,1,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),44.35,44.35,1
5464,3458-IDMFK,Masculino,0,No,No,6,25,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Pago en tienda,20.75,499.4,0
5465,6933-FHBZC,Feminino,0,No,No,2,26,Sí,No,Plata,No,No tiene acceso,Sí,No,No,No,Trimestral,Sí,Pago en tienda,56.05,1553.2,0
5466,0221-NAUXK,Masculino,0,No,Sí,3,10,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),19.95,219.5,0
5467,9770-KXGQU,Feminino,0,No,No,8,53,Sí,Sí,Oro,Sí,Sí,Sí,No,Sí,No,Trimestral,No,Pago en tienda,98.6,5311.85,0
5468,6437-UKHMV,Feminino,0,No,No,2,7,Sí,No,Oro,No,No,No,No,Sí,No,Mensual,Sí,Transferencia Bancaria,79.7,586.05,1
5469,6538-POCHL,Masculino,0,No,No,3,33,Sí,No,Oro,No,Sí,Sí,No,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,79.0,2576.8,0
5470,6726-NNFWD,Feminino,1,Sí,No,8,71,Sí,No,Oro,No,Sí,Sí,No,No,Sí,Anual,No,Tarjeta de credito (Domeciliado,89.45,6435.25,0
5471,3002-WQZWT,Feminino,0,No,No,2,29,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,74.2,1993.25,0
5472,4277-UDIEF,Masculino,0,Sí,Sí,6,24,Sí,Sí,Plata,Sí,No tiene acceso,No,Sí,Sí,Sí,Mensual,No,Transferencia Bancaria (Domiciliado),81.0,1923.85,0
5473,1208-NBVFH,Masculino,0,Sí,Sí,5,20,Sí,No,Plata,No,No tiene acceso,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria,49.6,939.8,0
5474,4912-PIGUY,Feminino,0,No,No,1,1,Sí,Sí,Oro,No,No,No,No,Sí,No,Mensual,Sí,Transferencia Bancaria,84.6,84.6,0
5475,1114-CENIM,Masculino,0,No,Sí,8,54,Sí,Sí,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,55.0,3092.65,1
5476,6060-DRTNL,Feminino,1,No,No,2,5,Sí,No,Oro,No,No,Sí,No,Sí,No,Mensual,Sí,Pago en tienda,84.85,415.55,1
5477,2725-TTRIQ,Feminino,0,Sí,Sí,12,72,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),84.2,5986.55,0
5478,3374-TTZTK,Masculino,0,Sí,No,8,52,Sí,No,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,106.3,5487.0,0
5479,8990-ZXLSU,Feminino,0,No,No,3,9,Sí,No,Oro,No,No,No,No,No,No,Mensual,No,Transferencia Bancaria,69.05,651.5,0
5480,2275-RBYQS,Feminino,0,No,No,1,1,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Pago en tienda,45.4,45.4,0
5481,8473-VUVJN,Masculino,1,No,No,1,1,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,73.65,73.65,1
5482,6289-CPNLD,Masculino,0,Sí,Sí,3,33,Sí,No,Plata,No,No tiene acceso,Sí,Sí,Sí,Sí,Trimestral,Sí,Pago en tienda,73.9,2405.05,1
5483,5536-SLHPM,Feminino,0,Sí,No,9,55,Sí,Sí,Oro,No,No,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria,77.75,4458.15,1
5484,4419-UJMUS,Masculino,0,Sí,Sí,8,69,Sí,Sí,Oro,No,No,No,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,99.35,6856.45,0
5485,7794-JASDG,Masculino,0,No,No,1,1,Sí,No,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,Sí,Pago en tienda,50.75,50.75,0
5486,7609-YBPXG,Masculino,0,No,No,8,54,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),87.1,4735.2,0
5487,5519-TEEUH,Masculino,0,No,Sí,3,33,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Pago en tienda,20.15,682.15,0
5488,7856-GANIL,Masculino,1,Sí,No,6,45,Sí,Sí,Oro,No,Sí,Sí,Sí,Sí,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),98.7,4525.8,0
5489,0804-XBFBV,Feminino,0,No,Sí,3,11,No,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Transferencia Bancaria,25.2,321.05,0
5490,2676-OXPPQ,Masculino,0,No,No,2,6,Sí,No,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),55.7,335.65,0
5491,3703-TTEPD,Masculino,0,No,No,6,21,Sí,No,Plata,Sí,No tiene acceso,Sí,No,Sí,No,Mensual,No,Transferencia Bancaria (Domiciliado),65.35,1424.4,0
5492,2799-TSLAG,Feminino,0,Sí,Sí,7,65,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Transferencia Bancaria (Domiciliado),25.3,1748.55,0
5493,0196-VULGZ,Feminino,1,Sí,No,2,6,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,84.35,474.9,1
5494,8837-VVWLQ,Feminino,0,No,No,2,8,Sí,No,Oro,Sí,No,No,No,Sí,No,Mensual,No,Transferencia Bancaria,84.95,668.4,1
5495,2696-NARTR,Masculino,0,No,No,3,11,Sí,No,Oro,No,No,No,Sí,No,No,Mensual,Sí,Transferencia Bancaria,73.85,926.25,1
5496,2208-NKVVH,Masculino,0,Sí,Sí,6,43,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,24.25,1077.95,0
5497,7614-QVWQL,Masculino,0,Sí,Sí,7,49,No,No,Plata,No,No tiene acceso,No,No,Sí,Sí,Trimestral,Sí,Transferencia Bancaria (Domiciliado),51.8,2541.25,1
5498,1976-CFOCS,Feminino,1,Sí,No,1,1,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Transferencia Bancaria,46.0,46.0,1
5499,4631-OACRM,Masculino,1,No,No,4,15,Sí,No,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,79.4,1156.1,1
5500,7139-JZFVG,Masculino,0,Sí,Sí,10,60,Sí,No,Plata,Sí,No tiene acceso,Sí,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),60.5,3694.45,0
5501,4987-GQWPO,Masculino,0,No,No,5,17,No,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,25.1,382.8,0
5502,3755-JBMNH,Masculino,1,Sí,No,4,16,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),71.8,1167.8,1
5503,1757-TCATG,Masculino,0,Sí,Sí,4,35,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),20.05,746.75,0
5504,6345-ULYRW,Masculino,1,Sí,No,6,44,Sí,Sí,Oro,No,Sí,No,No,No,Sí,Trimestral,No,Pago en tienda,88.4,3912.9,1
5505,4776-XSKYQ,Feminino,0,Sí,Sí,3,12,No,No,Plata,No,No tiene acceso,No,Sí,No,No,Trimestral,No,Tarjeta de credito (Domeciliado,30.25,368.85,0
5506,8048-DSDFQ,Masculino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.2,20.2,0
5507,5753-QQWPW,Feminino,0,No,No,2,28,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Trimestral,Sí,Transferencia Bancaria,59.9,1654.7,0
5508,6010-DDPPW,Masculino,0,Sí,No,8,70,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),25.15,1940.85,0
5509,1809-DMJHQ,Feminino,0,No,Sí,2,5,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Pago en tienda,46.0,221.7,1
5510,6693-FRIRW,Masculino,0,No,No,5,18,Sí,No,Oro,No,Sí,Sí,No,Sí,Sí,Mensual,No,Tarjeta de credito (Domeciliado,101.3,1794.65,0
5511,6586-MYGKD,Masculino,0,Sí,No,8,70,Sí,Sí,Plata,Sí,No tiene acceso,No,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,76.95,5289.8,0
5512,3173-NVMPX,Feminino,0,Sí,Sí,3,9,Sí,Sí,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Pago en tienda,55.3,501.2,0
5513,0248-PGHBZ,Feminino,1,No,No,7,67,Sí,No,Oro,Sí,Sí,No,Sí,Sí,No,Anual,Sí,Transferencia Bancaria (Domiciliado),92.45,6140.85,0
5514,0623-GDISB,Feminino,0,No,No,1,1,Sí,No,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),48.45,48.45,0
5515,2892-GESUL,Feminino,0,Sí,Sí,5,18,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,19.35,309.25,0
5516,6923-EFPNL,Masculino,0,No,No,1,4,Sí,Sí,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,51.75,201.1,1
5517,7472-EQOAV,Masculino,1,Sí,Sí,8,71,Sí,No,Oro,Sí,Sí,Sí,No,No,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),86.7,6179.35,0
5518,9574-RKJIF,Masculino,0,Sí,Sí,3,30,Sí,Sí,Oro,Sí,Sí,No,No,Sí,No,Mensual,Sí,Transferencia Bancaria,94.4,2838.7,1
5519,2043-WVTQJ,Masculino,0,Sí,No,1,1,Sí,No,Plata,Sí,No tiene acceso,Sí,No,No,No,Mensual,No,Pago en tienda,55.7,55.7,0
5520,8034-RYTVV,Feminino,0,No,No,9,55,Sí,Sí,Oro,Sí,No,Sí,No,No,No,Trimestral,Sí,Tarjeta de credito (Domeciliado,84.25,4589.85,0
5521,3863-QSTYI,Masculino,0,No,No,10,59,Sí,No,Plata,No,No tiene acceso,Sí,Sí,Sí,No,Mensual,Sí,Transferencia Bancaria,64.65,3735.45,0
5522,2619-WFQWU,Feminino,0,No,No,1,1,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Pago en tienda,70.15,70.15,1
5523,5044-LRQAQ,Feminino,0,Sí,No,2,7,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),69.2,477.55,0
5524,1716-LSAMB,Masculino,0,Sí,Sí,6,45,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Anual,No,Transferencia Bancaria (Domiciliado),54.65,2553.7,0
5525,1333-PBMXB,Feminino,0,Sí,Sí,8,54,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),24.75,1342.15,0
5526,6546-OPBBH,Masculino,0,Sí,Sí,8,51,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Pago en tienda,23.95,1216.35,0
5527,5985-BEHZK,Feminino,1,Sí,No,11,72,Sí,Sí,Oro,No,Sí,Sí,No,Sí,Sí,Trimestral,No,Tarjeta de credito (Domeciliado,105.0,7578.05,0
5528,9127-QRZMH,Masculino,0,Sí,No,6,44,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),59.85,2603.95,0
5529,5919-VCZYM,Masculino,0,No,No,1,2,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.05,42.7,0
5530,9644-KVCNC,Feminino,0,No,No,7,66,Sí,Sí,Oro,No,No,Sí,No,Sí,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),92.15,6056.9,0
5531,2137-DQMEV,Masculino,0,Sí,Sí,8,68,No,No,Plata,Sí,No tiene acceso,No,No,Sí,No,Trimestral,No,Pago en tienda,44.8,2983.65,0
5532,8174-LNWMW,Feminino,0,No,No,3,31,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,20.9,689.35,0
5533,9279-CJEOJ,Feminino,1,No,No,6,21,Sí,Sí,Oro,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria (Domiciliado),95.4,2025.1,0
5534,7964-VEXDG,Masculino,0,No,Sí,6,21,Sí,Sí,Oro,Sí,No,No,No,No,No,Mensual,No,Transferencia Bancaria,80.35,1747.2,0
5535,2404-JIBFC,Feminino,0,Sí,Sí,9,55,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),85.1,4657.95,0
5536,0778-NELLA,Masculino,0,No,No,3,9,No,No,Plata,No,No tiene acceso,No,No,Sí,No,Mensual,Sí,Tarjeta de credito (Domeciliado,34.7,296.1,1
5537,8029-XYPWT,Masculino,1,Sí,No,8,71,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),115.05,8016.6,0
5538,4614-NUVZD,Feminino,0,No,No,1,1,Sí,No,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,81.1,81.1,1
5539,4632-PAOYU,Masculino,0,Sí,Sí,6,22,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.95,433.5,0
5540,3803-KMQFW,Feminino,0,Sí,Sí,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.55,20.55,1
5541,6804-GDMOI,Feminino,0,No,No,10,61,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,106.6,6428.4,1
5542,2990-OGYTD,Feminino,0,Sí,No,7,67,Sí,Sí,Plata,No,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),86.15,5883.85,0
5543,6646-JPPHA,Feminino,1,No,No,4,14,Sí,No,Oro,Sí,Sí,No,No,No,No,Mensual,No,Transferencia Bancaria,78.85,1043.8,0
5544,9572-MTILT,Masculino,0,Sí,No,10,59,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,No,Mensual,Sí,Transferencia Bancaria,106.75,6252.9,1
5545,7658-UYUQS,Masculino,1,Sí,No,6,21,Sí,No,Oro,No,No,Sí,No,Sí,No,Mensual,No,Transferencia Bancaria (Domiciliado),86.55,1857.25,0
5546,7880-XSOJX,Masculino,0,No,No,1,4,No,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Mensual,No,Pago en tienda,42.4,146.4,0
5547,9611-CTWIH,Feminino,0,No,No,1,3,Sí,No,Oro,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,89.45,240.45,1
5548,4589-IUAJB,Masculino,0,Sí,No,8,70,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),24.25,1724.15,0
5549,0329-GTIAJ,Feminino,0,No,No,1,3,Sí,No,Oro,No,Sí,No,Sí,Sí,Sí,Mensual,Sí,Transferencia Bancaria,97.9,315.3,1
5550,8746-BFOAJ,Masculino,1,No,No,6,21,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),20.5,429.55,0
5551,8457-XIGKN,Masculino,0,No,No,5,20,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,19.6,356.15,0
5552,6072-NUQCB,Masculino,0,Sí,Sí,6,22,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),20.25,488.25,0
5553,6629-CZTTH,Masculino,0,No,No,1,1,Sí,No,Plata,No,No tiene acceso,No,No,No,Sí,Mensual,Sí,Pago en tienda,55.7,55.7,1
5554,8838-GPHZP,Feminino,0,No,No,7,63,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Pago en tienda,20.6,1298.7,0
5555,8750-QWZAJ,Feminino,0,Sí,Sí,8,70,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),19.8,1378.75,0
5556,5364-EVNIB,Masculino,0,No,No,4,13,Sí,No,Oro,No,Sí,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria,79.8,973.45,1
5557,6918-UMQCG,Feminino,0,No,No,2,5,Sí,No,Oro,No,No,No,No,Sí,No,Mensual,No,Transferencia Bancaria,80.2,384.25,0
5558,0675-NCDYU,Feminino,0,Sí,Sí,13,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,116.4,8543.25,0
5559,6339-DKLMK,Feminino,0,No,No,4,13,No,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria,31.65,389.95,0
5560,1346-PJWTK,Masculino,0,Sí,No,10,61,Sí,No,Oro,No,Sí,Sí,Sí,No,Sí,Mensual,No,Tarjeta de credito (Domeciliado,94.15,5731.85,0
5561,5088-QZLRL,Masculino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Transferencia Bancaria,20.65,20.65,0
5562,8023-QHAIO,Feminino,1,Sí,No,9,56,Sí,Sí,Oro,No,No,No,Sí,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),76.85,4275.75,0
5563,4397-FRLTA,Feminino,0,No,No,1,4,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.15,84.5,0
5564,3057-VJJQE,Masculino,0,No,No,4,35,Sí,Sí,Plata,Sí,No tiene acceso,No,No,No,No,Anual,No,Pago en tienda,55.25,1924.1,0
5565,5087-SUURX,Feminino,0,Sí,No,5,18,No,No,Plata,No,No tiene acceso,Sí,No,Sí,No,Mensual,Sí,Transferencia Bancaria,39.05,669.85,1
5566,2302-OUZXB,Masculino,0,Sí,No,17,72,Sí,Sí,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),82.15,5784.3,0
5567,8133-ANHHJ,Feminino,1,No,No,7,49,Sí,Sí,Oro,Sí,Sí,Sí,Sí,No,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),103.0,5166.2,0
5568,2270-CHBFN,Feminino,0,Sí,No,6,44,Sí,Sí,Oro,Sí,Sí,Sí,Sí,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,95.1,4060.55,0
5569,0013-EXCHZ,Feminino,1,Sí,No,1,3,Sí,No,Oro,No,No,No,Sí,Sí,No,Mensual,Sí,Pago en tienda,83.9,267.4,1
5570,5982-FPVQN,Feminino,0,Sí,Sí,4,37,Sí,Sí,Oro,No,Sí,Sí,No,No,Sí,Mensual,Sí,Transferencia Bancaria,95.15,3532.85,0
5571,9107-UKCKY,Masculino,0,Sí,No,10,61,Sí,Sí,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Trimestral,Sí,Transferencia Bancaria,79.8,4914.8,0
5572,4654-ULTTN,Masculino,0,Sí,No,8,70,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,74.8,5315.8,0
5573,5550-VFRLC,Feminino,1,No,No,1,1,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,69.85,69.85,1
5574,5546-BYZSM,Feminino,0,No,No,5,41,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Transferencia Bancaria,20.45,775.6,0
5575,1492-KGETH,Masculino,0,Sí,Sí,8,70,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),78.35,5445.95,0
5576,4929-BSTRX,Feminino,0,No,No,1,1,Sí,No,Plata,No,No tiene acceso,No,No,Sí,No,Mensual,Sí,Pago en tienda,53.55,53.55,1
5577,4163-HFTUK,Masculino,0,No,No,8,51,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria,19.1,1007.8,0
5578,8215-NGSPE,Feminino,0,Sí,Sí,6,42,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,20.0,833.55,0
5579,2225-ZRGSG,Feminino,0,Sí,Sí,8,70,Sí,Sí,Oro,Sí,Sí,Sí,Sí,No,No,Anual,No,Transferencia Bancaria (Domiciliado),93.9,6579.05,1
5580,8859-YSTWS,Masculino,0,No,No,7,48,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),19.95,1004.5,0
5581,5271-YNWVR,Masculino,0,Sí,Sí,8,68,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,113.15,7856.0,1
5582,7601-DHFWZ,Feminino,0,No,No,7,48,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,24.0,1183.05,0
5583,2657-ALMWY,Feminino,1,Sí,No,2,26,Sí,No,Oro,No,Sí,No,No,No,Sí,Mensual,No,Transferencia Bancaria,84.95,2169.75,1
5584,6330-JKLPC,Masculino,0,Sí,No,3,11,Sí,Sí,Oro,No,Sí,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),80.5,896.9,1
5585,4667-OHGKG,Masculino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Pago en tienda,19.3,19.3,1
5586,1998-VHJHK,Feminino,0,No,No,2,27,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.15,501.35,0
5587,1707-HABPF,Feminino,1,No,No,6,46,Sí,No,Oro,No,Sí,Sí,No,Sí,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),91.3,4126.35,0
5588,1660-HSOOQ,Masculino,0,No,No,1,1,Sí,No,Plata,No,No tiene acceso,Sí,No,No,No,Mensual,Sí,Pago en tienda,49.65,49.65,1
5589,7253-UVNDW,Feminino,0,No,No,6,46,Sí,No,Plata,No,No tiene acceso,Sí,Sí,No,No,Anual,No,Tarjeta de credito (Domeciliado,54.35,2460.15,1
